
antecedent,consequent,lift
"[""12-1C THHN 600V CU-19STR PVC 90D NYL-GRN 500S/R WIRE""]","[""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]",2.3183053630106008
"[""8-10X7/8 PLSTC WALL ANCH"",""4SQ 1-1/2D BOX COMB KO"",""18-10      RED     WIRE CONN"",""4IN SQ FLAT BLANK COVER""]","[""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]",2.283589232999703
"[""8-10X7/8 PLSTC WALL ANCH"",""4SQ 1-1/2D BOX COMB KO"",""18-10      RED     WIRE CONN""]","[""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]",2.269084744853876
"[""GRND SCR W/12SOL PIGTAIL"",""4SQ 1-1/2D BOX COMB KO"",""18-10      RED     WIRE CONN"",""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]",2.263906955890997
"[""8-10X7/8 PLSTC WALL ANCH"",""18-10      RED     WIRE CONN"",""4IN SQ FLAT BLANK COVER""]","[""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]",2.2598191522290825
"[""4IN SQ 5/8D 1G SW RING"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER"",""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]",2.245842128091601
"[""\""1/2\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]",2.2394133911402587
"[""GRND SCR W/12SOL PIGTAIL"",""4IN SQ 5/8D 1G SW RING"",""18-10      RED     WIRE CONN"",""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]",2.2344730008836176
"[""GRND SCR W/12SOL PIGTAIL"",""18-10      RED     WIRE CONN"",""4IN SQ FLAT BLANK COVER"",""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]",2.232934110603839
"[""DPLX RCPT NEMA5-20R"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]",2.227096861210516
"[""4IN SQ 5/8D 1G SW RING"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER""]","[""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]",2.224284349438943
"[""3/4 STL S/SCR EMT CONN"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.85145482388974
"[""3/4 STL S/SCR EMT CPLG"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8492214646329368
"[""3/4 STL S/SCR EMT CPLG"",""18-10      RED     WIRE CONN"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.847258892277525
"[""3/4 STL S/SCR EMT CONN"",""18-10      RED     WIRE CONN"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8471986059037864
"[""3/4 STL S/SCR EMT CPLG"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8470933284271016
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN"",""18-10      RED     WIRE CONN"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.847070087776324
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.846980008605414
"[""3/4 STL S/SCR EMT CPLG"",""18-10      RED     WIRE CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.845214966515051
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN"",""18-10      RED     WIRE CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8448357310566303
"[""3/4 STL S/SCR EMT CPLG"",""GRND SCR W/12SOL PIGTAIL""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.843972038804735
"[""3/4 STL S/SCR EMT CONN"",""4IN SQ 5/8D 1G SW RING""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8439590553719676
"[""3/4 STL S/SCR EMT CPLG"",""18-10      RED     WIRE CONN"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.84388904235604
"[""3/4 STL S/SCR EMT CPLG"",""4IN SQ 5/8D 1G SW RING""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8438846230911248
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN"",""GRND SCR W/12SOL PIGTAIL""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8438668942836345
"[""3/4 STL S/SCR EMT CPLG"",""4SQ 1-1/2D BOX COMB KO"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8438356682358723
"[""3/4 STL S/SCR EMT CONN"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8438311863796053
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN"",""4IN SQ 5/8D 1G SW RING""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.843722017346048
"[""3/4 STL S/SCR EMT CPLG"",""4SQ 1-1/2D BOX COMB KO"",""18-10      RED     WIRE CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.843675601940623
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN"",""18-10      RED     WIRE CONN"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.843647484270928
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN"",""4SQ 1-1/2D BOX COMB KO"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.843642778219319
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN"",""4SQ 1-1/2D BOX COMB KO"",""18-10      RED     WIRE CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8433648215381613
"[""3/4 STL S/SCR EMT CPLG"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8425578761536048
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8421603719625823
"[""3/4 STL S/SCR EMT CONN"",""18-10      RED     WIRE CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8408091804366125
"[""3/4 STL S/SCR EMT CPLG"",""4SQ 1-1/2D BOX COMB KO"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.839947957364633
"[""10X1 PAN PHIL TAP SCR 100/BX"",""3/4 STL S/SCR EMT CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8388909725246645
"[""10X1 PAN PHIL TAP SCR 100/BX"",""3/4 STL S/SCR EMT CPLG""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8388598931149795
"[""3/4 STL S/SCR EMT CONN"",""GRND SCR W/12SOL PIGTAIL""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8388025130203336
"[""3/4 STL S/SCR EMT CPLG"",""4SQ 1-1/2D BOX COMB KO""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8387334112520195
"[""10X1 PAN PHIL TAP SCR 100/BX"",""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8386379560088164
"[""3/4 STL S/SCR EMT CONN"",""18-10      RED     WIRE CONN"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8384697520681867
"[""3/4 STL S/SCR EMT CONN"",""4SQ 1-1/2D BOX COMB KO"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.838408753492396
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN"",""4SQ 1-1/2D BOX COMB KO""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.838135005012835
"[""3/4 STL S/SCR EMT CONN"",""4SQ 1-1/2D BOX COMB KO"",""18-10      RED     WIRE CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8379158489435623
"[""4IN SQ FLAT BLANK COVER"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8360661084703964
"[""3/4 1H STL EMT STRAP"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.835942934282046
"[""3/4 STL S/SCR EMT CONN"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8343865843681944
"[""3/4 STL S/SCR EMT CONN"",""4SQ 1-1/2D BOX COMB KO""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8334892245204597
"[""4SQ 1-1/2D BOX COMB KO"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8303524593703009
"[""8-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.829878491313888
"[""8-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8292119455706983
"[""3/4 1H STL EMT STRAP"",""3/4 STL S/SCR EMT CPLG""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8291615689362208
"[""3/4 STL S/SCR EMT CPLG"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8284289002393372
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8271409716304876
"[""3/4 1H STL EMT STRAP"",""3/4 STL S/SCR EMT CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.824459127794142
"[""3/4 STL S/SCR EMT CPLG"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8242914608631884
"[""4SQ 1-1/2D BOX COMB KO"",""4IN SQ FLAT BLANK COVER"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8236581831021188
"[""4IN SQ 5/8D 1G SW RING"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.822595216323113
"[""3/4 STL S/SCR EMT CONN"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.822280384240568
"[""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8215754376828737
"[""3/4 STL S/SCR EMT CONN"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8213987390863349
"[""8-10X7/8 PLSTC WALL ANCH"",""18-10      RED     WIRE CONN"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8196506919456212
"[""\""1-1/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""LIQ-TITE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8190746021102813
"[""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8187914642600156
"[""\""1/2\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""LIQ-TITE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.817980890041359
"[""18-10      RED     WIRE CONN"",""4IN SQ FLAT BLANK COVER"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8146361200055687
"[""4IN SQ 5/8D 1G SW RING"",""4IN SQ FLAT BLANK COVER"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8138275502411207
"[""3/4 STL S/SCR EMT CPLG"",""3/4 STL S/SCR EMT CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.812783909649463
"[""3/4 STL S/SCR EMT CPLG""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.810687695314932
"[""3/4 1H STL EMT STRAP"",""18-10      RED     WIRE CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.809650776185255
"[""4SQ 1-1/2D BOX COMB KO"",""18-10      RED     WIRE CONN"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8095051432504743
"[""\""2\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8086405837433888
"[""3/4 1H STL EMT STRAP"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8079885843126748
"[""3/4 STL S/SCR EMT CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.806465034041592
"[""4IN SQ 5/8D 1G SW RING"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8062166547720524
"[""\""1-1/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""\""1/2\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.803923587579612
"[""4SQ 1-1/2D BOX COMB KO"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8025274892043648
"[""3/4 1H STL EMT STRAP"",""8-10X7/8 PLSTC WALL ANCH""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8016906135958188
"[""18-10      RED     WIRE CONN"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.8006874560270665
"[""\""1-1/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""18-10      RED     WIRE CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7974634316985445
"[""\""2\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""18-10      RED     WIRE CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7967320212131956
"[""\""1-1/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7961875157139269
"[""DPLX RCPT NEMA5-20R"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7946488236113043
"[""GRND SCR W/12SOL PIGTAIL"",""4IN SQ 5/8D 1G SW RING"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7937578455158802
"[""\""1-1/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7934556288370505
"[""4IN SQ 5/8D 1G SW RING"",""18-10      RED     WIRE CONN"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7925171840513177
"[""4IN SQ FLAT BLANK COVER"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7901200338841474
"[""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7890270168948432
"[""4IN SQ 5/8D 1G SW RING"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7888788293054836
"[""DPLX RCPT NEMA5-20R"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7869714368835534
"[""\""1-1/2\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.785476444748932
"[""\""1/2\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.785331437322249
"[""3/4 1H STL EMT STRAP"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7852300729074804
"[""DPLX RCPT NEMA5-20R"",""4IN SQ 5/8D 1G SW RING"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7844044739591531
"[""GRND SCR W/12SOL PIGTAIL"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7830031490628302
"[""4SQ 1-1/2D BOX COMB KO"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7815886041203155
"[""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7804783447301396
"[""4SQ 1-1/2D BOX COMB KO"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7802084863875691
"[""3/4 STL SET SCREW CONN""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7799873276720417
"[""\""2\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7787156348945954
"[""4IN SQ 5/8D 1G SW RING"",""4SQ 1-1/2D BOX COMB KO"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.778524618116772
"[""GRND SCR W/12SOL PIGTAIL"",""4IN SQ 5/8D 1G SW RING"",""18-10      RED     WIRE CONN"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7771343232849568
"[""8-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.776850231099631
"[""4IN SQ 5/8D 1G SW RING"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7746946736455549
"[""GRND SCR W/12SOL PIGTAIL"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.774484230087582
"[""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""18-10      RED     WIRE CONN"",""4IN SQ FLAT BLANK COVER""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.774310872894334
"[""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7732525804258048
"[""4IN SQ 5/8D 1G SW RING"",""4SQ 1-1/2D BOX COMB KO"",""18-10      RED     WIRE CONN"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7722877134041466
"[""4IN SQ 5/8D 1G SW RING"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7711038836112905
"[""4SQ 1-1/2D BOX COMB KO"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7701045060586924
"[""\""1-1/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\"""",""LIQ-TITE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.769986932215178
"[""18-10      RED     WIRE CONN"",""\""1\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7696719270661023
"[""4IN SQ 5/8D 1G SW RING"",""10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7693015254270996
"[""LOW PROF SELF TAP SCREW"",""4IN SQ FLAT BLANK COVER"",""12-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE""]","[""\""3/4\""\"" X 10FT EMT STL HDG PXP CONDUIT\""""]",1.7688497603610482
