itemname
SWITCH NONFUSIBLE GD 24
1/4-20 STL BEAM CLAMP
5/16-18X1 BRZ HEX BOLT
8X1 FLT HD WOOD SCR 100/BX
3/4X1/2   REDUCER BUSHING
MC/AC CLIP ASSEMBLY
PH FLAT HEAD TAP SCR
1/2 STAR TECH FITTING
14/4 SDT/TC 500R TRAY CBL
3/0-4C TECK90 1KV CU-18STR XLP 90D PVC-BLK 300M AL IA CBL
3-1/2 PLAS INS BUSHING
2G STL STUD BOX
18/3 THERM WH 2X500
1 R/T MALL OR STL CONN
4SQ 1/2D ROUND PLAS RING
30A 240V 4SN SW NEMA3R
1-1/4 LOCKNUT
1/2 1H STL EMT STRAP
3/0 BARE SD STR CU 1000R WIRE
1/2 SADDLE GRIP
8/3 AL MC CABLE W/ GRN GND
3/4 ENT COUPLING
2-1/2 STL SET SCREW CPLG
QUICK MT SW BOX SUPPORT
2-1/2 90D SQZ FLEX CONN
PVC CTD PIPE STRAP
1G MALL FS BOX
2/0-1C THHN 600V CU-19STR PVC 90D NYL-BLK 2500RL WIRE
8 X 1/2 FH TAPPING SCREW
2-1/2 PVC CTD CPLG
250-3C ACWU90 600V AL-35STR XLP 90D PVC-BLK 300M AL IA CBL
1-IN L/T FLEX PVC
"""3/8"""" SS 316 THREADED CONDUIT ROD COUPLING"""
1/2IN MALL 90DEG CONN
3/8-16 BEAM FASTENER
12-2C NM-B 600V CU-1SOL WG-12 PVC 90D NYL-YEL 250CN CBL
4SQ 2-1/8D BOX 1-IN KO
3/8-16 ANCHOR
8-1C THHN 600V CU-19STR PVC 90D NYL-GRN 2@500CN WIRE
14-1C XHHW 600V CU-7STR XLP 90D NO-JKT BLK 500S/R WIRE
2IN CTD AL CPLG
FORGED ANCHOR SHACKLE
LOAD CENTER QO MB
10X2 FLT HD WOOD SCR 100/BX
600-1C THHN 600V AL-58STR PVC 90D NYL-BLK 500RL WIRE
4 OCT 1-1/2D EXT 1/2 KO
CIR BRKR 15A1P
24VDC WH OCCUPANCY SEN
NO. 11 S-HOOK
3/8X1-1/4 ZP FENDER WSHR
4IN EMT CONNECTOR
3/4 PVC FEMALE ADAPTER
SOUND SYSTEM SOUND GENERATING EQUIP: MICROPHONE OUTLET FLUSH
COUPLING-URETHANE-COAT-1-1/4
500-1C XHHW 600V AL-35STR XLP 90D NO-JKT BLK 500RL WIRE
WALL-MNT 600V 2PDT NEMA-1 AUTOMATIC TRANSFER SWITCH: 100A
1 GRY UA L/T FLEX COND CTN
12X24X6 FL NM1 TELE CABINET
4 OCT 1-1/2D BOX W/BAR HGR
1/2 1H EMT STRAP
18/3 FLEX FIXT WHIP
20A H-GR GFCI RCPT
2-IN HUB
IV    DECORA/GFCI PLT-2G DPLX
1G IV SGL RCPT PLATE
2 R/T D/C COMP COUPLING
IV 1G POWER OUTL PLT
RED TWISTCONN BOX100
COATD E37MOG MH LAMP
1.5W LMP HEAD
WHT DPLX RCPT-NEMA5-20R
"""1/2"""" SS 316 THREADED CONDUIT ROD COUPLING"""
1-1/2 2H PVC COND CLMP
"""2-1/2"""" MI EZ-PLTD NON-INS STRT SCR-ON L/T FMC CONN"""
BLK KNOB O-T SEL SW OPER-3 POS
COMP COPPER LUG
2-1/4 BOX SUPPORT
4H 90D CORNER ANGLE
1/2-13 X 2-1/2 SS HEX BOLT
ADJ VOL TEMPRL HORN
BEAM CLAMP MALL 3/8-16 TAPPED
5/8X14 MACH BOLT
120V IF A19 MED LAMP
3 X 5 GALV NIPPLE
2-1/2 X 5 GALV NIPPLE
3-1/2D SW BOX W/EARS&KO
RED MARKING TAPE
2-1/2 105D PLASTIC BUSH
4-1C THHN 600V CU-19STR PVC 90D NYL-BLK 2500RL WIRE
SP 20A 277V IV AC SW
2-1/2 1H MALL COND STRAP
1G      WP DPLX CVR
2G PLSTC IV  RCPT PLT
RED 76B WIRE NUT-100BX
1/4X3 STUD WEDGE ANCH
3/8 PLTD LCK WSHR
3WAY SWITCH 20A 347V
"""POURING CONCRETE IN 48"""" HIGH POLE FOUNDATION: 24"""" DIA"""
3/4 TYPE NT GRD ROD
3/8 SS304 HXNT
2/0-1C XHHW 600V AL-18STR XLP 90D NO-JKT BLK 1000RL WIRE
10-4C TECK90 1KV CU-7STR XLP 90D PVC-BLK 300M AL IA CBL
4-3C TECK90 1KV CU-7STR XLP 90D PVC-BLK 300M AL IA CBL
2-IN STR L/T FLEX CONN
2-1/2 STAR TECK FTG
2IN R/T COUPLING
3/8-16 X 1-1/2 SS HEX BOLT
VINYL TAPE
3/4 D/C SQZ FLEX CONN
1IN STD 90D ELL
5/8-11IN STD EYENUT
4IN SQ 1/2D 1G DEV CVR
1-1/2 D/C KO HUB
10X3/4 PAN PHIL TAP SCR 100/BX
1/0STR COP TAP CONN
1IN TRMNTION ADAPTER
3-IN 105D PLSTC INS BUSH
1/2 EMT CLAMP W/ BOLT&NUT
3/4 MALL SQZ FLEXCONN
1IN MALL LB COND BODY
1-1/2 STR INS L/T CONN
12/3 SOOW BLK 1000
5G IV WALLPLATE
1G WHT DPLX RCPT PLATE
RT ANGLE MALL CONDUIT CLAMP
"""1-1/4"""" MI EZ-PLTD NON-INS STRT 1SCR-SQUEEZE FMC CONN"""
350-1C THHN/THWN2/MTW 600V CU-37STR PVC NYL-BLK 3000RL WR
1/2 BUSHED NIPPLE
3-IN PVC COATED HUB
250FT 12/3SEOOW CRD
1/8-1/4 FLANGE CLAMP
100FT STL JACK CHAIN
4-IN AL LB EMT BODY
12-10 RING LUG
1-1/2 D/C SET SCREW CONN
14-3 SOL LCK-NUT FTG
SQUARE BOX MTG BRACKET
DEVICE MOUNTING BRACKET
1-1/2 1.391-1.48 CORD CONN
1-1/4 SPLT RG CLMP
1-1/2 PVC BOX ADAPTER
4IN CONCRETE SLV
1-1/4-2 2ST BRZ GR CLP
ENCLOSURE BACK PANEL
1/2 R/T CONNECTOR
1-1/4 105 INS BUSHING
10-1C THW-2 600V CU-1SOL PVC 90D NO-JKT BLK 2500S/R WIRE
4-11/16SQ 1-1/2D BOX
1/2 MALL SQZ FLEXCONN
1/2      DRYWALL SW BOX CLIP
1-IN SS STRUT CLMP
NO 12 CHAIN
CABLE SUPPORT
"""3/4"""" DC-ZINC NON-INS STRT SQUEEZE FMC CONN"""
14-1C THHN 600V CU-19STR PVC 90D NYL-GRN 500S/R WIRE
10/4 SJ BLK PORT CORD
SP 15A 277V IV AC SW
3IN MI THRD INSD BSHG
IV 1G SW PLATE
2IN FIRESTOP SLEEVE
4IN S/S EMT CPLG
2 X 3 PVC INTERM SPACER
"""1"""" DC-ZINC NON-INS STRT SCR-ON FMC CONN"""
2IN INSUL BUSHING
"""1/2"""" DC-ZINC NON-INS STRT SCR-ON FMC CONN"""
1/2 EMT TO STRUT CLIP
8 X 1/2 PAN HD TAPPING SCR
PARKING LOT LIGHTING SHOE BOX: 400W
13/16D6G GANGBOX SW RNG
EDW 2414-R 4-ZONE RED FIRE ALRM PNL
400-1C XHHW 600V AL-35STR XLP 90D NO-JKT BLK 500RL WIRE
3 PVC CTD C COND BODY
1/4-20X3/8 SCREW
4IN SQ 1/2 RSD RCPT CVR
STUD NUT
5LB GRY ASB-FREE DUCT SEAL
USB ASSEMBLY
1/2 INS S/SCR FLEX CONN
BLK FLUSH RCPT-NEMA6-30R
"""3/4"""" SS 316 MINI CONDUIT HANGER"""
"""3"""" SS 316 THD LINE TERMINATOR RIGID CONDUIT HUB"""
8W/FT 240VAC SR CABLE
DETECTABLE TAPE 3IN X 1M
LOW VOLT MTG BRACKET
"""2-1/2"""" DC-ZINC NON-INS STRT SQUEEZE FMC CONN"""
1G RT BOX 3 1/2HUBS
60A 240V 4SN SW NEMA1
2H DEEP OT PB ENCL
3/0AWG   SPLIT BOLT CONN
2IN STR LIQ-TITE CONN
BURIED UTIL FOIL TAPE
1AWG 1HOLE LUG
600MCM CABLE CUTTER
1-IN  L/T FLEX STR CONNECTOR
2-1/2 SCH40 FEM ADPT
400-1C THHN 600V AL-35STR PVC 90D NYL-BLK 500RL WIRE
7IN NAT NYL CBL TIE
3/8-16 HEX NUT
SOLID 6IN SNAPCONNECT
SENSOR HI-DENS LENS
4/0-1C THHN 600V AL-18STR PVC 90D NYL-BLK 500RL WIRE
3/8IN MINI DROP-IN
1/2 TRMNTION ADAPTER
2IN 2-WY SPCR 3SEP
FIRE ALARM DEVICE MISCELLANEOUS: ADDRESSABLE CONTROL RELAY
1 ANTISHORT BUSHING
TRM ADPT
18/6 THERM WH 2X250
SP 15A 120/277V BRN SW
4SQ 5/8D 1G RG
Fittings; Elbow; 90 Degree; PVC; Size(s) 0.75 IN Inlet; 0.75 IN Outlet; Plain x Bell
3/8 INS CONN
12-2C MC 600V CU-SOL THHN 12-1GG BK/WT 6000BX AIA CBL
POWER OUTL-NEMA6-30R
2-IN STL COMP EMT CONN
"""3-1/2"""" X 10FT GRC STL HDG PVC-CTD 40MIL GRAY TXT CONDUIT"""
"""""""1/2"""""""" F/B22&B24 PLTD SPRING NUT"""""""
HEXHD WDG ANCH 1/2X8-1/2
1/4-20 X 1 SS HEX BOLT
2/0 BARE SD STR CU 500R WIRE
GRNDG WIRE CONN CTN-1M
FIRE ALARM SIGNALLING DEVICE: STROBE LIGHT
3/8 ROD BEAM CLAMP
1/4X2X48 GRD BUSBAR
1G GRY IN-USE CVR
1-1/4 COMP EMT CPLG
TOGGLE SW - STAMPED 1G FS CVR
EDW 2400-RTU4ZA 4-ZN LED TRBL ANNUN
12/2 MULTI-COND CBL
4-BOX MOUNTING BRKT
GRD ROD CONN 3/4 1/0-8
1-1/2 MC CBL CONN
1H STL BX STRAP
"""1"""" SS 316 THD LINE TERMINATOR RIGID CONDUIT HUB"""
3-IN INS COMP EMT CONN
2-IN D/C S/SCR EMT CPLG
3/8 SQ NUT
1-1/2 COMP EMT CPLG
2 ALUMINUM COUPLING
1/2 INSUL FLEX CBL CONN
4-11/16SQ FLT BLNK CVR
3/4 EMT CLAMP W/ BOLT&NUT
LIGHT TRACK 4FT JOINER
NMA1 SC BOX-NO KO
INSTALL&CONNECT FLOOR-MNT 600V 3PH TRANSFORMER: 75KVA
1G SS  PWR RCPT PLT
600-1C XHHW-2 600V CU-61STR XLP 90D NO-JKT BLK 1000RL WIRE
1/4X2-1/4 WEDGE ANCHOR
40LB  SAFETY SPRING
10X10X4 NMA1 SCR CVR BOX
4-IN MALL LOCKNUT
1G BTTM HSG ASY
13/16 10 FT GALV SLOT CHNL
1/4X1-1/4 HH Z-PLTD MACH BLT
"""POURING CONCRETE IN 48"""" HIGH POLE FOUNDATION: 12"""" DIA"""
2-1/2D NMC SWBOX W/BKT
1/2 MALL 2-SCR CONN
ROOM CTRLR
1IN 90D EMT ELBOW
2IN MTL L/T FLEX COND
3/4 SQZ TYPE MALL FLEX/BX CONN
COUPLING-CONDUIT-ALUM-1IN
1-1/2 AL LB COND BODY
2-1/2 STL COMP EMT CONN
4X2 Z-PLTD CBL TRY
GRD CONN CLAMP 3/4 ROD
1IN TYPE-T PVC FTG
DUPLEX DEVICE BRKT
1/2 MC-AC SNAP-IN CONN
HEX LAG BLT 3/8X1-1/4
6500 FT POLY PULL LINE
1-1/2 PLSTC 105D INS BUSH
1/4 DROP-IN ANCHOR
"""1-1/2"""" X 10FT GRC STL HDG TXT CONDUIT"""
2-1/2X90D STD EL
3/4X8FT CU GROUND ROD
"""4"""" X 10FT ARC ALUM UNCOATED TXT CONDUIT"""
2-IN S/SCR FLEX CONN
12-4C NM-B 600V CU-1SOL WG-12 PVC 90D NYL-YEL 250CL CBL
14 GA 1 5/8 X 1 5/8 GALV CHNL
"""1/2"""" DC-ZINC NON-INS STRT 1SCR-SQUEEZE FMC/AC CONN"""
1-1/2 90D SQZ FLEX CONN
2G BLANK - STAMPED COVER
2G ENCL W/1P SW
10-1C THHN 600V CU-19STR PVC 90D NYL-ORG 500S/R WIRE
1-IN    LOCKING TYPE COND CLIP
18X18X96 SC GSK TR
3/8-16X1 CAP SCR BOLT
1IN BEAM CLAMP
4-11/16 RAISED CVR
1-1/4&1-1/2 NEO GASKET
1-1/2 D/C SET SCREW CPLG
2-1/2 STL CPL
3-1/4 10 FT GALV BK/BK CHANNEL
2 D/C SET SCREW CONN
4-IN RAISED SQ TGL SW CVR
2-1/2 MALL INS GRND BUSH
PLTD 3H 1-5/8X4 1/8 CORNER ANGLE
3-1/2&4 ALUM COND CVR
1/2-IN LOCKWASHER SS
3 MALL SQZ CONN
1/4-20 X 3 RH MACH SCREW
1/4 X 1 HH SS MACH BOLT CAP SCREW
3IN RT CONNECTOR
8-1C THW-2 600V CU-7STR PVC 90D NO-JKT BLK 500CN WIRE
600-1C THHN 600V CU-61STR PVC 90D NYL-BLK 500RL WIRE
1/2   D/C SQZ FLEX CONN
3/8 RED WALL FLEX STEEL COND
11IN NAT NYL CBL TIE
PLUG-IN BRKR 50A 2P
SCR CVR PULL BX
250-1C XHHW-2 600V CU-37STR XLP 90D NO-JKT BLK 1000RL WIRE
1-IN 1H STL EMT STRAP
4-IN STL S/SCR EMT CPLG
4SQ WELDED BX W/BRKT
B17MED MH LAMP
1-1C THHN 600V CU-19STR PVC 90D NYL-BLK 1000RL WIRE
0.38X1.5X5 B-SPLC KT
1-1/2 STL 1H EMT STRAP
3G STL FLOOR BOX
BEAM CLAMP
"""LINEAR OR PENDENT MOUNTED: 96"""" LONG 4-LAMP - FLUORESCENT"""
FIRE ALARM INITIATING DEVICE: DUCT SMOKE DETECT TEST STATION
SP OPEN CKT FIREALARM STATION
24VDC CLG MT SENSOR
3/4IN CPLG
1G VERT SH COVER
1P 3WY 120V DIMMER
1-1/4 STAR TECK FTG
"""1/2"""" MI EZ-PLTD INS-105C STRT 1SCR-SQUEEZE FMC CONN"""
20A DUPLEX RECEPTACLE
DUCT LONG SWEEP ELBOW
2IN PIPE CLMP
2-1/2 90D GRC ELBOW
3X5 IDNT LABEL
1-QT CLR PVC CEMENT
1-1/4 INS STEEL GND BUSHING
12-1C T90/TWN75 600V CU-19STR PVC 90D NYL-BLK 600M SE WIRE
1G PLATE FOR GFCI RCPT-VERT
1/4-20X2 EYE BOLT
1G HORZ WP GRY CVR
5/8X8FT CU GROUND ROD
1-1/4 GALV RIGID COUPLING
14/2-12/2 STRAP
2-IN   RIGID STRUT CLIP
3/4 S/SCR EMT CPLG
CLEAR E18MOG HPS LAMP
1G MALL FD BOX
"POWER CONNECT TO INSTALLED HEAT EQUIP: CU 600V, 125A, #1"
"""1/2"""" MI EZ-PLTD INS-105C STRT SQUEEZE FMC CONN"""
4/0-1C XHHW-2 600V AL-18STR XLP 90D NO-JKT BLK 1000RL WIRE
4IN 45D ELBOW
3/4 COND MTL STUD
LKG PLUG-3P4W50A250V
4IN SQ 5/8D 2G DEV CVR
12/3 SOOW BLK 250FT
UNIVERSAL CAST COVER
6/4 SOOW BLK 1000FT
3/4 INS COMP EMT CONN
SQ 1DV COV 1/2DP 4IN
3/16 X 3 TOGGLE BOLT
FLUOR FIXTURE HOOK
1IN LQDT CONN
1-1/4 DRAIN SEAL
14-2/0 ALCU LUG
WP THERMOSTAT
CUHYLG 8STR 2HL
1/2 DRAIN BREATHER
3-1/2 STL S/S EMT CONN
600V CLASS L TD BOLT-ON FUSE
10X1/2  FLT PHIL SCR 100/BX
LIQ-TITE
4 BARE SD STR CU 198R WIRE
WT 3G ADJ FLOOR BOX
10-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500S/R WIRE
1/4-20 HEX HD NUT
8-10X7/8 PLSTC WALL ANCH
1/2 L/T FLEX CONN
1-IN STL S/SCR EMT CONN
1-1/4X90D AL EL
14-3C NM-B 600V CU-1SOL WG-14 PVC 90D NYL-WHT 250CN CBL
1-IN COMP EMT CPLG
2P 100A 120/240V PLUG-IN CB
3/4 COND STRUT CLMP
4-1C THHN 600V CU-19STR PVC 90D NYL-GRN 500RL WIRE
4 X 4 X 2 PVC JCT BOX & CVR
3X2-1/2D SW BOX
1/2 ALUM T EMT BODY
6V DBL HD EMERG LITE
3000FT COND MEAS TAPE
3-IN D/C KO HUB
3-1/2 PVC TERM ADPT
24V FIRE ALARM BELL
1/4-20 X 1/2 CAP SCREW
3/8 ZP FLAT CUT WSHR ZP
1/4 X 3/4 HH SS MACH BOLT CAP SCREW
HANDYBOX COVER
DIVIDER CLIP
1/2X4-1/2 STUD ANC
3/0-1C THHN 600V CU-19STR PVC 90D NYL-GRN 1RL WIRE
3/4 KO HUB
2IN D/C OFFSET NIPPLE
SLANT FRONT OT PB ENCL
3/0-1C THHN 600V CU-19STR PVC 90D NYL-BLK 500RL WIRE
1/4 X 1-1/4 FENDER WSHR
E-Z-PLTD GUN BRCKT
2G WALLPLATE
YEL WING NUT KEG5M/BG500
8 X 3/4 PAN HD TAPPING SCR
